,x1,x2,x3,x4,x5,y
45,3.0,-4.0,1.0499999523162842,1.2000000476837158,-1.0,6.4859538078308105
46,3.0,-4.0,1.0499999523162842,1.2000000476837158,-0.949999988079071,6.331603050231934
47,3.0,-4.0,1.0499999523162842,1.2000000476837158,-0.8999999761581421,6.183252334594727
48,3.0,-4.0,1.0499999523162842,1.2000000476837158,-0.8500000238418579,6.040901184082031
49,3.0,-4.0,1.0499999523162842,1.2000000476837158,-0.800000011920929,5.904550075531006
50,3.0,-4.0,1.100000023841858,1.0,-1.0,6.057833671569824
51,3.0,-4.0,1.100000023841858,1.0,-0.949999988079071,5.904111862182617
52,3.0,-4.0,1.100000023841858,1.0,-0.8999999761581421,5.756389617919922
53,3.0,-4.0,1.100000023841858,1.0,-0.8500000238418579,5.614666938781738
54,3.0,-4.0,1.100000023841858,1.0,-0.800000011920929,5.478944778442383
55,3.0,-4.0,1.100000023841858,1.0499999523162842,-1.0,6.140776634216309
56,3.0,-4.0,1.100000023841858,1.0499999523162842,-0.949999988079071,5.986932754516602
57,3.0,-4.0,1.100000023841858,1.0499999523162842,-0.8999999761581421,5.8390889167785645
58,3.0,-4.0,1.100000023841858,1.0499999523162842,-0.8500000238418579,5.697244644165039
59,3.0,-4.0,1.100000023841858,1.0499999523162842,-0.800000011920929,5.561400413513184
60,3.0,-4.0,1.100000023841858,1.100000023841858,-1.0,6.225315570831299
61,3.0,-4.0,1.100000023841858,1.100000023841858,-0.949999988079071,6.071347236633301
62,3.0,-4.0,1.100000023841858,1.100000023841858,-0.8999999761581421,5.923378944396973
63,3.0,-4.0,1.100000023841858,1.100000023841858,-0.8500000238418579,5.781411170959473
64,3.0,-4.0,1.100000023841858,1.100000023841858,-0.800000011920929,5.645442485809326
65,3.0,-4.0,1.100000023841858,1.1500000953674316,-1.0,6.311406135559082
66,3.0,-4.0,1.100000023841858,1.1500000953674316,-0.949999988079071,6.15731143951416
67,3.0,-4.0,1.100000023841858,1.1500000953674316,-0.8999999761581421,6.009216785430908
68,3.0,-4.0,1.100000023841858,1.1500000953674316,-0.8500000238418579,5.867122173309326
69,3.0,-4.0,1.100000023841858,1.1500000953674316,-0.800000011920929,5.731027126312256
70,3.0,-4.0,1.100000023841858,1.2000000476837158,-1.0,6.399006366729736
71,3.0,-4.0,1.100000023841858,1.2000000476837158,-0.949999988079071,6.244783401489258
72,3.0,-4.0,1.100000023841858,1.2000000476837158,-0.8999999761581421,6.096560478210449
73,3.0,-4.0,1.100000023841858,1.2000000476837158,-0.8500000238418579,5.954336643218994
74,3.0,-4.0,1.100000023841858,1.2000000476837158,-0.800000011920929,5.818113803863525
75,3.0,-4.0,1.1500000953674316,1.0,-1.0,5.996888160705566
76,3.0,-4.0,1.1500000953674316,1.0,-0.949999988079071,5.843255519866943
77,3.0,-4.0,1.1500000953674316,1.0,-0.8999999761581421,5.69562292098999
78,3.0,-4.0,1.1500000953674316,1.0,-0.8500000238418579,5.553989887237549
79,3.0,-4.0,1.1500000953674316,1.0,-0.800000011920929,5.418356895446777
80,3.0,-4.0,1.1500000953674316,1.0499999523162842,-1.0,6.075523376464844
81,3.0,-4.0,1.1500000953674316,1.0499999523162842,-0.949999988079071,5.921774864196777
82,3.0,-4.0,1.1500000953674316,1.0499999523162842,-0.8999999761581421,5.774026393890381
83,3.0,-4.0,1.1500000953674316,1.0499999523162842,-0.8500000238418579,5.6322784423828125
84,3.0,-4.0,1.1500000953674316,1.0499999523162842,-0.800000011920929,5.496529579162598
85,3.0,-4.0,1.1500000953674316,1.100000023841858,-1.0,6.155670642852783
86,3.0,-4.0,1.1500000953674316,1.100000023841858,-0.949999988079071,6.001804351806641
87,3.0,-4.0,1.1500000953674316,1.100000023841858,-0.8999999761581421,5.853938579559326
88,3.0,-4.0,1.1500000953674316,1.100000023841858,-0.8500000238418579,5.712072372436523
89,3.0,-4.0,1.1500000953674316,1.100000023841858,-0.800000011920929,5.576206207275391
90,3.0,-4.0,1.1500000953674316,1.1500000953674316,-1.0,6.237288475036621
91,3.0,-4.0,1.1500000953674316,1.1500000953674316,-0.949999988079071,6.083302974700928
92,3.0,-4.0,1.1500000953674316,1.1500000953674316,-0.8999999761581421,5.935317516326904
93,3.0,-4.0,1.1500000953674316,1.1500000953674316,-0.8500000238418579,5.793331146240234
94,3.0,-4.0,1.1500000953674316,1.1500000953674316,-0.800000011920929,5.657345771789551
95,3.0,-4.0,1.1500000953674316,1.2000000476837158,-1.0,6.320339202880859
96,3.0,-4.0,1.1500000953674316,1.2000000476837158,-0.949999988079071,6.166231632232666
97,3.0,-4.0,1.1500000953674316,1.2000000476837158,-0.8999999761581421,6.018124103546143
98,3.0,-4.0,1.1500000953674316,1.2000000476837158,-0.8500000238418579,5.876016139984131
99,3.0,-4.0,1.1500000953674316,1.2000000476837158,-0.800000011920929,5.739908695220947
100,3.0,-4.0,1.2000000476837158,1.0,-1.0,5.941505432128906
101,3.0,-4.0,1.2000000476837158,1.0,-0.949999988079071,5.787954330444336
102,3.0,-4.0,1.2000000476837158,1.0,-0.8999999761581421,5.640402793884277
103,3.0,-4.0,1.2000000476837158,1.0,-0.8500000238418579,5.498851299285889
104,3.0,-4.0,1.2000000476837158,1.0,-0.800000011920929,5.363299369812012
105,3.0,-4.0,1.2000000476837158,1.0499999523162842,-1.0,6.0162248611450195
106,3.0,-4.0,1.2000000476837158,1.0499999523162842,-0.949999988079071,5.8625640869140625
107,3.0,-4.0,1.2000000476837158,1.0499999523162842,-0.8999999761581421,5.714902877807617
108,3.0,-4.0,1.2000000476837158,1.0499999523162842,-0.8500000238418579,5.573241710662842
109,3.0,-4.0,1.2000000476837158,1.0499999523162842,-0.800000011920929,5.437580108642578
110,3.0,-4.0,1.2000000476837158,1.100000023841858,-1.0,6.092382431030273
111,3.0,-4.0,1.2000000476837158,1.100000023841858,-0.949999988079071,5.9386091232299805
112,3.0,-4.0,1.2000000476837158,1.100000023841858,-0.8999999761581421,5.790836334228516
113,3.0,-4.0,1.2000000476837158,1.100000023841858,-0.8500000238418579,5.649062633514404
114,3.0,-4.0,1.2000000476837158,1.100000023841858,-0.800000011920929,5.513289928436279
115,3.0,-4.0,1.2000000476837158,1.1500000953674316,-1.0,6.169936656951904
116,3.0,-4.0,1.2000000476837158,1.1500000953674316,-0.949999988079071,6.016049861907959
117,3.0,-4.0,1.2000000476837158,1.1500000953674316,-0.8999999761581421,5.868162631988525
118,3.0,-4.0,1.2000000476837158,1.1500000953674316,-0.8500000238418579,5.72627592086792
119,3.0,-4.0,1.2000000476837158,1.1500000953674316,-0.800000011920929,5.590388774871826
120,3.0,-4.0,1.2000000476837158,1.2000000476837158,-1.0,6.248851776123047
121,3.0,-4.0,1.2000000476837158,1.2000000476837158,-0.949999988079071,6.094849586486816
122,3.0,-4.0,1.2000000476837158,1.2000000476837158,-0.8999999761581421,5.946846961975098
123,3.0,-4.0,1.2000000476837158,1.2000000476837158,-0.8500000238418579,5.804843902587891
124,3.0,-4.0,1.2000000476837158,1.2000000476837158,-0.800000011920929,5.6688408851623535
125,3.0,-3.950000047683716,1.0,1.0,-1.0,6.1999993324279785
126,3.0,-3.950000047683716,1.0,1.0,-0.949999988079071,6.04604434967041
127,3.0,-3.950000047683716,1.0,1.0,-0.8999999761581421,5.8980889320373535
128,3.0,-3.950000047683716,1.0,1.0,-0.8500000238418579,5.756133079528809
129,3.0,-3.950000047683716,1.0,1.0,-0.800000011920929,5.620177745819092
130,3.0,-3.950000047683716,1.0,1.0499999523162842,-1.0,6.293006896972656
131,3.0,-3.950000047683716,1.0,1.0499999523162842,-0.949999988079071,6.138913154602051
132,3.0,-3.950000047683716,1.0,1.0499999523162842,-0.8999999761581421,5.990819454193115
133,3.0,-3.950000047683716,1.0,1.0499999523162842,-0.8500000238418579,5.848725318908691
134,3.0,-3.950000047683716,1.0,1.0499999523162842,-0.800000011920929,5.712631702423096
135,3.0,-3.950000047683716,1.0,1.100000023841858,-1.0,6.387803077697754
136,3.0,-3.950000047683716,1.0,1.100000023841858,-0.949999988079071,6.2335686683654785
137,3.0,-3.950000047683716,1.0,1.100000023841858,-0.8999999761581421,6.085334300994873
138,3.0,-3.950000047683716,1.0,1.100000023841858,-0.8500000238418579,5.943099498748779
139,3.0,-3.950000047683716,1.0,1.100000023841858,-0.800000011920929,5.8068647384643555
140,3.0,-3.950000047683716,1.0,1.1500000953674316,-1.0,6.484338760375977
141,3.0,-3.950000047683716,1.0,1.1500000953674316,-0.949999988079071,6.329960823059082
142,3.0,-3.950000047683716,1.0,1.1500000953674316,-0.8999999761581421,6.181582927703857
143,3.0,-3.950000047683716,1.0,1.1500000953674316,-0.8500000238418579,6.0392045974731445
144,3.0,-3.950000047683716,1.0,1.1500000953674316,-0.800000011920929,5.902826309204102
145,3.0,-3.950000047683716,1.0,1.2000000476837158,-1.0,6.582569122314453
146,3.0,-3.950000047683716,1.0,1.2000000476837158,-0.949999988079071,6.42804479598999
147,3.0,-3.950000047683716,1.0,1.2000000476837158,-0.8999999761581421,6.2795209884643555
148,3.0,-3.950000047683716,1.0,1.2000000476837158,-0.8500000238418579,6.136996746063232
149,3.0,-3.950000047683716,1.0,1.2000000476837158,-0.800000011920929,6.000472068786621
150,3.0,-3.950000047683716,1.0499999523162842,1.0,-1.0,6.125182628631592
151,3.0,-3.950000047683716,1.0499999523162842,1.0,-0.949999988079071,5.971338748931885
152,3.0,-3.950000047683716,1.0499999523162842,1.0,-0.8999999761581421,5.8234944343566895
153,3.0,-3.950000047683716,1.0499999523162842,1.0,-0.8500000238418579,5.681650161743164
154,3.0,-3.950000047683716,1.0499999523162842,1.0,-0.800000011920929,5.545805931091309
155,3.0,-3.950000047683716,1.0499999523162842,1.0499999523162842,-1.0,6.2129011154174805
156,3.0,-3.950000047683716,1.0499999523162842,1.0499999523162842,-0.949999988079071,6.058926105499268
157,3.0,-3.950000047683716,1.0499999523162842,1.0499999523162842,-0.8999999761581421,5.910951614379883
158,3.0,-3.950000047683716,1.0499999523162842,1.0499999523162842,-0.8500000238418579,5.768977165222168
159,3.0,-3.950000047683716,1.0499999523162842,1.0499999523162842,-0.800000011920929,5.633001804351807
160,3.0,-3.950000047683716,1.0499999523162842,1.100000023841858,-1.0,6.302305698394775
161,3.0,-3.950000047683716,1.0499999523162842,1.100000023841858,-0.949999988079071,6.14819860458374
162,3.0,-3.950000047683716,1.0499999523162842,1.100000023841858,-0.8999999761581421,6.000091075897217
163,3.0,-3.950000047683716,1.0499999523162842,1.100000023841858,-0.8500000238418579,5.857983589172363
164,3.0,-3.950000047683716,1.0499999523162842,1.100000023841858,-0.800000011920929,5.72187614440918
165,3.0,-3.950000047683716,1.0499999523162842,1.1500000953674316,-1.0,6.393353462219238
166,3.0,-3.950000047683716,1.0499999523162842,1.1500000953674316,-0.949999988079071,6.239110469818115
167,3.0,-3.950000047683716,1.0499999523162842,1.1500000953674316,-0.8999999761581421,6.090867519378662
168,3.0,-3.950000047683716,1.0499999523162842,1.1500000953674316,-0.8500000238418579,5.948624610900879
169,3.0,-3.950000047683716,1.0499999523162842,1.1500000953674316,-0.800000011920929,5.812381267547607
170,3.0,-3.950000047683716,1.0499999523162842,1.2000000476837158,-1.0,6.485995769500732
171,3.0,-3.950000047683716,1.0499999523162842,1.2000000476837158,-0.949999988079071,6.331615924835205
172,3.0,-3.950000047683716,1.0499999523162842,1.2000000476837158,-0.8999999761581421,6.183235168457031
173,3.0,-3.950000047683716,1.0499999523162842,1.2000000476837158,-0.8500000238418579,6.040854454040527
174,3.0,-3.950000047683716,1.0499999523162842,1.2000000476837158,-0.800000011920929,5.904473781585693
175,3.0,-3.950000047683716,1.100000023841858,1.0,-1.0,6.0578131675720215
176,3.0,-3.950000047683716,1.100000023841858,1.0,-0.949999988079071,5.904068946838379
177,3.0,-3.950000047683716,1.100000023841858,1.0,-0.8999999761581421,5.756324768066406
178,3.0,-3.950000047683716,1.100000023841858,1.0,-0.8500000238418579,5.614580154418945
179,3.0,-3.950000047683716,1.100000023841858,1.0,-0.800000011920929,5.478836536407471
180,3.0,-3.950000047683716,1.100000023841858,1.0499999523162842,-1.0,6.140768527984619
181,3.0,-3.950000047683716,1.100000023841858,1.0499999523162842,-0.949999988079071,5.986900806427002
182,3.0,-3.950000047683716,1.100000023841858,1.0499999523162842,-0.8999999761581421,5.839033603668213
183,3.0,-3.950000047683716,1.100000023841858,1.0499999523162842,-0.8500000238418579,5.6971659660339355
184,3.0,-3.950000047683716,1.100000023841858,1.0499999523162842,-0.800000011920929,5.561298370361328
185,3.0,-3.950000047683716,1.100000023841858,1.100000023841858,-1.0,6.225318908691406
186,3.0,-3.950000047683716,1.100000023841858,1.100000023841858,-0.949999988079071,6.07132625579834
187,3.0,-3.950000047683716,1.100000023841858,1.100000023841858,-0.8999999761581421,5.923333168029785
188,3.0,-3.950000047683716,1.100000023841858,1.100000023841858,-0.8500000238418579,5.7813401222229
189,3.0,-3.950000047683716,1.100000023841858,1.100000023841858,-0.800000011920929,5.645346641540527
190,3.0,-3.950000047683716,1.100000023841858,1.1500000953674316,-1.0,6.311422348022461
191,3.0,-3.950000047683716,1.100000023841858,1.1500000953674316,-0.949999988079071,6.15730094909668
192,3.0,-3.950000047683716,1.100000023841858,1.1500000953674316,-0.8999999761581421,6.009180068969727
193,3.0,-3.950000047683716,1.100000023841858,1.1500000953674316,-0.8500000238418579,5.867059230804443
194,3.0,-3.950000047683716,1.100000023841858,1.1500000953674316,-0.800000011920929,5.730937480926514
195,3.0,-3.950000047683716,1.100000023841858,1.2000000476837158,-1.0,6.399036407470703
196,3.0,-3.950000047683716,1.100000023841858,1.2000000476837158,-0.949999988079071,6.244784832000732
197,3.0,-3.950000047683716,1.100000023841858,1.2000000476837158,-0.8999999761581421,6.09653377532959
198,3.0,-3.950000047683716,1.100000023841858,1.2000000476837158,-0.8500000238418579,5.954281806945801
199,3.0,-3.950000047683716,1.100000023841858,1.2000000476837158,-0.800000011920929,5.818030834197998
200,3.0,-3.950000047683716,1.1500000953674316,1.0,-1.0,5.9968581199646
201,3.0,-3.950000047683716,1.1500000953674316,1.0,-0.949999988079071,5.843204975128174
202,3.0,-3.950000047683716,1.1500000953674316,1.0,-0.8999999761581421,5.69555139541626
203,3.0,-3.950000047683716,1.1500000953674316,1.0,-0.8500000238418579,5.553897857666016
204,3.0,-3.950000047683716,1.1500000953674316,1.0,-0.800000011920929,5.418243885040283
205,3.0,-3.950000047683716,1.1500000953674316,1.0499999523162842,-1.0,6.075504302978516
206,3.0,-3.950000047683716,1.1500000953674316,1.0499999523162842,-0.949999988079071,5.92173433303833
207,3.0,-3.950000047683716,1.1500000953674316,1.0499999523162842,-0.8999999761581421,5.773963928222656
208,3.0,-3.950000047683716,1.1500000953674316,1.0499999523162842,-0.8500000238418579,5.632193565368652
209,3.0,-3.950000047683716,1.1500000953674316,1.0499999523162842,-0.800000011920929,5.49642276763916
210,3.0,-3.950000047683716,1.1500000953674316,1.100000023841858,-1.0,6.155663967132568
211,3.0,-3.950000047683716,1.1500000953674316,1.100000023841858,-0.949999988079071,6.001774311065674
212,3.0,-3.950000047683716,1.1500000953674316,1.100000023841858,-0.8999999761581421,5.853885173797607
213,3.0,-3.950000047683716,1.1500000953674316,1.100000023841858,-0.8500000238418579,5.7119951248168945
214,3.0,-3.950000047683716,1.1500000953674316,1.100000023841858,-0.800000011920929,5.57610559463501
215,3.0,-3.950000047683716,1.1500000953674316,1.1500000953674316,-1.0,6.2372941970825195
216,3.0,-3.950000047683716,1.1500000953674316,1.1500000953674316,-0.949999988079071,6.083283424377441
217,3.0,-3.950000047683716,1.1500000953674316,1.1500000953674316,-0.8999999761581421,5.935272693634033
218,3.0,-3.950000047683716,1.1500000953674316,1.1500000953674316,-0.8500000238418579,5.7932610511779785
219,3.0,-3.950000047683716,1.1500000953674316,1.1500000953674316,-0.800000011920929,5.65725040435791
220,3.0,-3.950000047683716,1.1500000953674316,1.2000000476837158,-1.0,6.320356845855713
221,3.0,-3.950000047683716,1.1500000953674316,1.2000000476837158,-0.949999988079071,6.16622257232666
222,3.0,-3.950000047683716,1.1500000953674316,1.2000000476837158,-0.8999999761581421,6.018088340759277
223,3.0,-3.950000047683716,1.1500000953674316,1.2000000476837158,-0.8500000238418579,5.875953674316406
224,3.0,-3.950000047683716,1.1500000953674316,1.2000000476837158,-0.800000011920929,5.739819526672363
225,3.0,-3.950000047683716,1.2000000476837158,1.0,-1.0,5.94146728515625
226,3.0,-3.950000047683716,1.2000000476837158,1.0,-0.949999988079071,5.787896156311035
227,3.0,-3.950000047683716,1.2000000476837158,1.0,-0.8999999761581421,5.64032506942749
228,3.0,-3.950000047683716,1.2000000476837158,1.0,-0.8500000238418579,5.498754024505615
229,3.0,-3.950000047683716,1.2000000476837158,1.0,-0.800000011920929,5.363182544708252
230,3.0,-3.950000047683716,1.2000000476837158,1.0499999523162842,-1.0,6.016197681427002
231,3.0,-3.950000047683716,1.2000000476837158,1.0499999523162842,-0.949999988079071,5.862515449523926
232,3.0,-3.950000047683716,1.2000000476837158,1.0499999523162842,-0.8999999761581421,5.7148332595825195
233,3.0,-3.950000047683716,1.2000000476837158,1.0499999523162842,-0.8500000238418579,5.573151111602783
234,3.0,-3.950000047683716,1.2000000476837158,1.0499999523162842,-0.800000011920929,5.437468528747559
235,3.0,-3.950000047683716,1.2000000476837158,1.100000023841858,-1.0,6.092365741729736
236,3.0,-3.950000047683716,1.2000000476837158,1.100000023841858,-0.949999988079071,5.938570976257324
237,3.0,-3.950000047683716,1.2000000476837158,1.100000023841858,-0.8999999761581421,5.790775299072266
238,3.0,-3.950000047683716,1.2000000476837158,1.100000023841858,-0.8500000238418579,5.648979187011719
239,3.0,-3.950000047683716,1.2000000476837158,1.100000023841858,-0.800000011920929,5.513184070587158
240,3.0,-3.950000047683716,1.2000000476837158,1.1500000953674316,-1.0,6.169931888580322
241,3.0,-3.950000047683716,1.2000000476837158,1.1500000953674316,-0.949999988079071,6.016021251678467
242,3.0,-3.950000047683716,1.2000000476837158,1.1500000953674316,-0.8999999761581421,5.868110656738281
243,3.0,-3.950000047683716,1.2000000476837158,1.1500000953674316,-0.8500000238418579,5.726200103759766
244,3.0,-3.950000047683716,1.2000000476837158,1.1500000953674316,-0.800000011920929,5.5902886390686035
245,3.0,-3.950000047683716,1.2000000476837158,1.2000000476837158,-1.0,6.24885892868042
246,3.0,-3.950000047683716,1.2000000476837158,1.2000000476837158,-0.949999988079071,6.094831466674805
247,3.0,-3.950000047683716,1.2000000476837158,1.2000000476837158,-0.8999999761581421,5.946803569793701
248,3.0,-3.950000047683716,1.2000000476837158,1.2000000476837158,-0.8500000238418579,5.804775238037109
249,3.0,-3.950000047683716,1.2000000476837158,1.2000000476837158,-0.800000011920929,5.6687469482421875
250,3.0,-3.9000000953674316,1.0,1.0,-1.0,6.1999993324279785
251,3.0,-3.9000000953674316,1.0,1.0,-0.949999988079071,6.046019077301025
252,3.0,-3.9000000953674316,1.0,1.0,-0.8999999761581421,5.898038864135742
253,3.0,-3.9000000953674316,1.0,1.0,-0.8500000238418579,5.756058216094971
254,3.0,-3.9000000953674316,1.0,1.0,-0.800000011920929,5.620077133178711
255,3.0,-3.9000000953674316,1.0,1.0499999523162842,-1.0,6.293021202087402
256,3.0,-3.9000000953674316,1.0,1.0499999523162842,-0.949999988079071,6.1389007568359375
257,3.0,-3.9000000953674316,1.0,1.0499999523162842,-0.8999999761581421,5.990780353546143
258,3.0,-3.9000000953674316,1.0,1.0499999523162842,-0.8500000238418579,5.848659515380859
259,3.0,-3.9000000953674316,1.0,1.0499999523162842,-0.800000011920929,5.712538719177246
260,3.0,-3.9000000953674316,1.0,1.100000023841858,-1.0,6.387831211090088
261,3.0,-3.9000000953674316,1.0,1.100000023841858,-0.949999988079071,6.2335686683654785
262,3.0,-3.9000000953674316,1.0,1.100000023841858,-0.8999999761581421,6.085305213928223
263,3.0,-3.9000000953674316,1.0,1.100000023841858,-0.8500000238418579,5.943041801452637
264,3.0,-3.9000000953674316,1.0,1.100000023841858,-0.800000011920929,5.806778430938721
265,3.0,-3.9000000953674316,1.0,1.1500000953674316,-1.0,6.484382152557373
266,3.0,-3.9000000953674316,1.0,1.1500000953674316,-0.949999988079071,6.3299736976623535
267,3.0,-3.9000000953674316,1.0,1.1500000953674316,-0.8999999761581421,6.181565284729004
268,3.0,-3.9000000953674316,1.0,1.1500000953674316,-0.8500000238418579,6.039156913757324
269,3.0,-3.9000000953674316,1.0,1.1500000953674316,-0.800000011920929,5.902747631072998
270,3.0,-3.9000000953674316,1.0,1.2000000476837158,-1.0,6.582626819610596
271,3.0,-3.9000000953674316,1.0,1.2000000476837158,-0.949999988079071,6.428071022033691
272,3.0,-3.9000000953674316,1.0,1.2000000476837158,-0.8999999761581421,6.279514312744141
273,3.0,-3.9000000953674316,1.0,1.2000000476837158,-0.8500000238418579,6.136958122253418
274,3.0,-3.9000000953674316,1.0,1.2000000476837158,-0.800000011920929,6.000401020050049
275,3.0,-3.9000000953674316,1.0499999523162842,1.0,-1.0,6.125172138214111
276,3.0,-3.9000000953674316,1.0499999523162842,1.0,-0.949999988079071,5.971303939819336
277,3.0,-3.9000000953674316,1.0499999523162842,1.0,-0.8999999761581421,5.823436260223389
278,3.0,-3.9000000953674316,1.0499999523162842,1.0,-0.8500000238418579,5.681568145751953
279,3.0,-3.9000000953674316,1.0499999523162842,1.0,-0.800000011920929,5.5457000732421875
280,3.0,-3.9000000953674316,1.0499999523162842,1.0499999523162842,-1.0,6.212902545928955
281,3.0,-3.9000000953674316,1.0499999523162842,1.0499999523162842,-0.949999988079071,6.058903217315674
282,3.0,-3.9000000953674316,1.0499999523162842,1.0499999523162842,-0.8999999761581421,5.910903453826904
283,3.0,-3.9000000953674316,1.0499999523162842,1.0499999523162842,-0.8500000238418579,5.7689032554626465
284,3.0,-3.9000000953674316,1.0499999523162842,1.0499999523162842,-0.800000011920929,5.632903099060059
285,3.0,-3.9000000953674316,1.0499999523162842,1.100000023841858,-1.0,6.302321910858154
286,3.0,-3.9000000953674316,1.0499999523162842,1.100000023841858,-0.949999988079071,6.148187160491943
287,3.0,-3.9000000953674316,1.0499999523162842,1.100000023841858,-0.8999999761581421,6.000052452087402
288,3.0,-3.9000000953674316,1.0499999523162842,1.100000023841858,-0.8500000238418579,5.857917785644531
289,3.0,-3.9000000953674316,1.0499999523162842,1.100000023841858,-0.800000011920929,5.72178316116333
290,3.0,-3.9000000953674316,1.0499999523162842,1.1500000953674316,-1.0,6.3933820724487305
291,3.0,-3.9000000953674316,1.0499999523162842,1.1500000953674316,-0.949999988079071,6.239110946655273
292,3.0,-3.9000000953674316,1.0499999523162842,1.1500000953674316,-0.8999999761581421,6.09083890914917
293,3.0,-3.9000000953674316,1.0499999523162842,1.1500000953674316,-0.8500000238418579,5.948566913604736
294,3.0,-3.9000000953674316,1.0499999523162842,1.1500000953674316,-0.800000011920929,5.812295436859131
295,3.0,-3.9000000953674316,1.0499999523162842,1.2000000476837158,-1.0,6.486039638519287
296,3.0,-3.9000000953674316,1.0499999523162842,1.2000000476837158,-0.949999988079071,6.331629276275635
297,3.0,-3.9000000953674316,1.0499999523162842,1.2000000476837158,-0.8999999761581421,6.183218002319336
298,3.0,-3.9000000953674316,1.0499999523162842,1.2000000476837158,-0.8500000238418579,6.040806770324707
299,3.0,-3.9000000953674316,1.0499999523162842,1.2000000476837158,-0.800000011920929,5.904395580291748
300,3.0,-3.9000000953674316,1.100000023841858,1.0,-1.0,6.057791233062744
301,3.0,-3.9000000953674316,1.100000023841858,1.0,-0.949999988079071,5.904024600982666
302,3.0,-3.9000000953674316,1.100000023841858,1.0,-0.8999999761581421,5.756258010864258
303,3.0,-3.9000000953674316,1.100000023841858,1.0,-0.8500000238418579,5.614491939544678
304,3.0,-3.9000000953674316,1.100000023841858,1.0,-0.800000011920929,5.478724956512451
305,3.0,-3.9000000953674316,1.100000023841858,1.0499999523162842,-1.0,6.140758991241455
