,sigma,theta,f
91,2.170399519206139,2.049960396990124,0.117666870969231
92,1.8831520263146928,1.6533554314634573,0.14409200647845732
93,2.691961616643718,2.3777584541089,0.10032891724687715
94,2.2860308925386215,1.0120639853608786,0.15822224230113666
95,1.7920827657446166,1.5784152917511682,0.15104217376581003
96,2.726296294764981,1.3820597090152469,0.12868664050288026
97,2.6761676947569324,2.286681246769853,0.10348007024637
98,2.1682391975221185,1.2190744819662511,0.1570938622489472
99,2.251738583668075,2.6299337398815377,0.0895728624440973
100,1.1613945472996543,1.663974829065434,0.1230788590185099
101,2.4162184070987616,1.5291252446544195,0.1351463001460245
102,1.8506714105226973,2.2857052394103428,0.10054160590797197
103,1.8267108906147862,1.329827054597777,0.16755557476847857
104,2.6281724084487603,2.5473646764206515,0.09489794976696866
105,1.2507518793979073,1.2554819728145312,0.19272858827563047
106,1.5690299077003065,1.9646618350831593,0.11609613204517877
107,2.5865678094232223,1.1291737680165317,0.14021762592846446
108,1.2209382846720953,2.6011172362136317,0.03377909503460955
109,1.6477326656359983,1.3728244115911523,0.1711155438207005
110,1.9145410963409846,2.3956923236838623,0.09524430898091608
111,2.6064256526661804,2.0346221052204294,0.1128607678353175
112,1.4374649713255299,1.7580293046883853,0.13137593081451276
113,2.1938886373884396,1.9059666110688582,0.12468214047972934
114,1.8203858458659152,1.9448936299822461,0.1238452573953601
115,1.5312573639539808,2.4364570141981963,0.07346812534665183
116,2.7644236209743474,2.4322764802067223,0.09799506296184607
117,1.8847278860657475,1.1571765161022696,0.17530904896651606
118,2.0867844928953994,2.183319245395752,0.11059361311473884
119,1.5335231047352702,1.0601276316579533,0.20485445020640056
120,2.7166299322554495,2.4865371824500615,0.09659583536724273
121,1.207539089310984,1.0212053949494273,0.23105027216881133
122,2.392001770966602,1.61808488821969,0.13267327726658742
123,1.2768396748810542,2.9428816642469355,0.021940587854053995
124,2.981838283583909,2.85742395346261,0.0845320160602026
125,2.601831900519543,1.649791151067231,0.1254073187123398
126,2.307171640325286,2.390398772710223,0.10109599398694738
127,1.1383246035647954,1.7397502097659283,0.10899950665232624
128,1.044220776097079,1.999829470586103,0.061048235189126256
129,2.8253698480019,2.4815627048939315,0.09601068393955513
130,1.95330871647217,2.5600301662868645,0.08652556415000079
131,2.922309148560452,2.8051723596558373,0.08611838582141362
132,1.1260296118906254,2.8142097418101546,0.015596359274274614
133,1.4651368471678063,2.901385965879242,0.03832518339732575
134,1.4729785589070687,1.8110847516630402,0.12718553788177492
135,2.715330463230595,1.1577847453161305,0.1341555104799962
136,1.404153303493138,1.9980513439877305,0.10323184189288927
137,1.0443242218012214,2.687642400661405,0.013926774696246836
138,2.444750840312213,2.316501159499401,0.10416297635956258
139,1.1489703780894043,2.520043781032019,0.03133246008000684
140,1.374219607667358,2.432317986568571,0.06061522259243406
141,1.9830595149775299,1.2180276378509256,0.16659154913751967
142,1.1531304563692628,2.1815881530314902,0.05778477424109038
143,1.814393701211744,2.1488389965545442,0.10904360473503186
144,1.06243684263759,2.308745291664515,0.03541529638960256
145,2.4037841053535987,1.9708343754195135,0.11858905027107221
146,1.2190387770222137,1.9867251935429873,0.08672272007746538
147,1.0172288687694402,1.8943267393093548,0.06925263643702402
148,1.3917203221282102,1.6576218758757055,0.14102886908457973
149,2.27341790863552,1.6041641946858847,0.13680876903169553
150,1.8623756561875273,1.9319919983810492,0.12507140247599646
151,1.3006690597895125,1.733064973544755,0.12624674019366727
152,1.2239746216322556,2.1094494780624475,0.07381683624657402
153,1.0204515173954392,2.31060547188084,0.030115823757990556
154,1.084318936722192,2.492766697250704,0.02618899176338411
155,1.988391590886848,2.0233717195469385,0.11955108438978458
156,1.2455325724261967,1.5215772916419203,0.15187627718837182
157,1.4027337383953298,2.110122453301397,0.09173877395135742
158,1.5641660928822683,1.6761204695539997,0.14364255796637262
159,2.797880621563234,2.5668130590790037,0.09360940886092084
160,1.0495070871816834,2.695276564917235,0.014052998307491868
161,1.98878609729389,1.7111330545246881,0.1385396019775317
162,2.678700814074559,1.7240196856561012,0.12107043401757953
163,2.0369350731184968,2.6901269517045563,0.08188212644118704
164,2.2429850521491694,1.1725243448166969,0.15514721839519696
165,2.6703193469983706,2.4672805236313726,0.0974913242575345
166,2.1445123129213806,1.8237270757878603,0.12958034245710423
167,1.64526467510078,2.0849397426230545,0.10863254906436724
168,1.506242888933838,1.680467175754234,0.14214400577748962
169,1.3890154871399685,1.9423588188099856,0.10803993890213207
170,2.2231597733942143,2.1285078831498154,0.11347202114603937
171,1.8189400420593222,1.984735082410214,0.12093575499044364
172,2.1719154441190525,1.528690674500056,0.14338147783624478
173,2.2556833092792603,1.4268749595636816,0.1447911174608128
174,2.4605681413929705,2.744733472682616,0.08703132202968203
175,2.5485631904065866,2.1512289232977464,0.10962209915638436
176,2.735040549740739,2.7084875860739146,0.08932950103177473
177,2.145794043347965,2.085710144366545,0.11592180083869613
178,1.8246314161446417,1.5632504119990762,0.151476373268812
179,2.348565219459741,2.2402994635572404,0.10777527633129046
180,2.2249844082955614,1.6073260027314888,0.1381219299333323
181,1.9277735007036991,1.066809450559709,0.17756400098315478
182,1.615461254609071,2.394021435528451,0.08236155421965131
183,2.0657897382032098,2.722308986705909,0.08104451272389743
184,1.546314238061354,2.882041982176588,0.04542403711024932
185,2.7203710348254866,1.9727480010200449,0.11274270684442379
186,1.9786372558738723,2.1705998322718125,0.11046344142066453
187,2.1030368516102915,1.437582477926535,0.15017439324468135
188,1.0519434473910858,2.973075841257777,0.00698857949846252
189,2.681912777983287,2.3651964650711514,0.10082707238056222
190,2.623284933997189,1.9741722165589075,0.11457368806284926
191,1.5139798977286363,1.0669058183155695,0.20556697140607397
192,2.9827032306475054,2.50322248743835,0.09404934598999792
193,2.7097973369864166,1.0177534467774,0.1371961498975565
194,1.103996153472839,2.9851583581391425,0.0093388954721024
195,1.791242606425551,2.412693709281721,0.08990786752216434
196,2.593294354696076,1.514992185775841,0.12970274355366915
197,1.5874322159379302,1.8917285785461215,0.123548692989833
198,1.0689265306854572,2.660083557461581,0.016872858081875976
199,1.2351925707186917,2.6419306112394567,0.03279193819942835
200,1.637801877665616,1.2557112129188464,0.18155221370331456
201,1.0693682407866452,1.977440772613306,0.06749401088316694
202,2.940283784516832,1.723091466216587,0.1142736109935536
203,2.8837289818188134,2.330384851033225,0.09980392585398291
204,1.1499203576445898,2.041077916695789,0.07179816909828524
205,1.531708878964291,1.8379235558974696,0.12679001464220585
206,1.0768364253095557,1.2467480330951926,0.18953107402340622
207,2.5067335870629575,2.026764669254015,0.11477541608400096
208,2.3658779553216718,2.458058131571592,0.09829234762153391
209,1.7345899940410532,2.625391714318029,0.07315834713926478
210,2.001832793973629,1.133693452709838,0.16976073938166433
211,1.8400473489050482,2.3944002872038697,0.0929788743677566
212,1.3964149760624212,1.5742435833224608,0.15132856815780063
213,2.2741233755382293,1.1541569367187097,0.15422848880097034
214,1.5981805811116592,1.0275845714288074,0.2030078651920184
215,1.8413862963958403,1.1764996297373456,0.17665316173782922
216,2.266879366255815,2.215465932793833,0.10916228848891266
217,2.4207258129871296,1.5644070041591993,0.1337438415261552
218,1.285027275002165,2.4237543454344266,0.052418294891506595
219,1.6415203598396528,1.0972527444097384,0.19437513059532724
220,2.176123075269069,1.0257235593145004,0.16405220909522775
221,1.4403705428902138,2.871284820225684,0.03797868634110607
222,1.2570626911813916,2.473163905347019,0.04581805339081139
223,1.4677407338545236,1.9072637752026587,0.11683937629898623
224,2.2810414767610947,1.0891371220820771,0.1560527501502395
225,2.487963128130948,1.0724969193050526,0.14612170532242894
226,2.7488399979814315,2.9401205800322137,0.08191078878412338
227,1.3198549597466402,1.4608988103079383,0.16381240226802954
228,1.0067869949192014,2.1322316745489704,0.04207239736350625
229,1.7273770550181569,2.740313115134353,0.06561984607230427
230,1.3405141085657473,2.6975880378212533,0.03929041392311439
231,2.397585849315318,1.3895508618450578,0.14066878182665477
232,2.4973941955943397,1.5463169884534635,0.13187859835526475
233,2.8113323585500254,2.9110589956555675,0.08301787690403689
234,1.1975230291527406,2.0109840534712182,0.0813336780156347
235,1.0387830168693493,2.3722493069069346,0.028308634085927983
236,2.387613968458991,1.7098630276917641,0.12929476788024116
237,1.9636410713936605,2.4479330861550164,0.09340768523284455
238,1.1569251450368998,1.8951282161258711,0.09014404512689052
239,2.294350386296772,1.9736354660889743,0.12010684926686556
240,1.5637622667731599,1.881125152791659,0.12373965700285863
241,1.8554255696108826,2.9482500047352227,0.06084078292829281
242,2.781466067765523,1.2300280651168995,0.1300680839572242
243,2.9125918144463485,2.953141622030558,0.0819209081359198
244,2.387475229759083,2.1395367633432265,0.11183645739252054
245,2.5312540840987596,2.1957458499125706,0.10818728821901424
246,1.0238985081259293,1.782409917642122,0.08562646834364239
247,1.6162572567143774,2.8233582129770824,0.05367578572348541
248,2.7561646265896664,1.1830458343239747,0.13200697619434296
249,2.7975710391770434,2.8770881800135983,0.08403535503534151
250,2.1897440299281605,1.256559529545386,0.15452976814210892
251,1.141463488954985,2.882438767445264,0.014413344449174957
252,2.418895294311431,1.5818563222588675,0.13317647928265317
253,2.388442282728707,1.7895782850899125,0.12615050583195023
254,1.1000427716778445,1.9870624628195777,0.07095296481437426
255,1.6282730215306414,1.2147540078621255,0.18549171711779325
256,2.1326774238578943,1.956910661106261,0.12278788556290521
257,2.568729973464489,1.80287488350693,0.12140174113109112
258,2.2869075915113997,2.1309990454541934,0.11300892075602637
259,2.9724951088810303,1.9537131944766888,0.10813897900595071
260,1.6497411065276641,2.1053440586903465,0.10711447477478837
261,2.2130172707166027,2.9133937341750804,0.0757849432181902
262,2.7126546857300475,2.3446483870333337,0.10122538789126134
263,2.99713232697858,1.098145757389792,0.12446651905354135
264,1.2103526480687334,2.3787952971347526,0.04777765382354253
265,1.92474466078139,2.088102559704465,0.11507099153732321
266,2.0306418493468703,2.27236167064144,0.1050402751825553
267,2.6253761194495704,1.3923429881148748,0.1320211468512321
268,1.7976000010608482,1.7098497224871605,0.14117328128255896
269,2.520556531789818,1.8329450036918171,0.12150168997732905
270,1.2020946981162686,1.908233065410919,0.09414111227388251
271,1.9782709212394436,1.3809337009272626,0.15805705241866158
272,2.6154155689887633,1.4850065803785735,0.12982677350907215
273,2.9872369254188396,2.8019509477711937,0.08601916835046299
274,2.2746189550064244,1.1294606487692127,0.15504626443737418
275,2.578816311289226,1.866877096133704,0.11903891286758364
276,1.6099326356902794,1.5668474053007968,0.1543200103090173
277,1.407031016873285,1.3837699444945875,0.1748153535955156
278,1.213491855219416,1.3553958809555013,0.17618574454023336
279,1.8379567523886053,2.904581597011659,0.06226739112336546
280,2.932550321935371,1.7826916109280688,0.11308890361607452
281,2.288427890000843,1.1959901503814665,0.1520764127241624
282,2.02406676162936,1.5710970214369873,0.14583247046518918
283,2.3459475947240698,2.623503903730862,0.09099597276943183
284,1.2246924336192337,2.5706514802890554,0.035988113215540844
285,2.879488110475301,1.657815546096322,0.11738628991341736
286,1.769819855380981,2.854749078610376,0.061376526430235355
287,2.979057651476057,1.8530925450531865,0.11035946905342259
288,1.7452551646366894,2.9160420849950563,0.05660305017824141
289,2.6766722424334723,2.22472463441873,0.1055130479698882
290,1.861082059551885,2.4968335883524797,0.08715683035473733
291,1.7867835063277504,1.0275846744369204,0.18924224186513403
292,1.7755353829842568,2.2719477396010896,0.09909176747199967
293,1.0777929388694638,1.6480787592394988,0.11498384949608899
294,2.609608152713217,2.5491328657613677,0.09487139492504475
295,2.051018584157333,2.9078465068706105,0.07119783200441572
296,1.30585666000856,1.40287781849643,0.171554416646933
297,1.9737902680198431,1.3964677563253214,0.15736672961343368
298,2.2344736895506405,2.7039331141514875,0.08585346264942861
299,2.7613923990310383,1.2608234690633866,0.1301704311012788
300,2.659425320074548,1.3627855356279226,0.13155319753679645
301,1.2126568816839427,1.965978328954073,0.08839654740336232
302,1.1039496620135485,1.7606101919729926,0.10130985578002856
303,1.4100551907552965,1.2083565300959196,0.19597759324322842
304,2.5830343047457074,1.7373357802112037,0.12318163582364741
305,1.1098012062603315,1.5939263929473904,0.12815774976619534
306,2.6548787945488783,2.6650647039109794,0.09079222988602226
307,2.319391746657848,2.974034500881681,0.07559818830181307
308,1.9761934280706996,2.1558466317553115,0.11134164432111494
309,2.1228348204804472,2.5454706595445376,0.09157475076535415
310,2.9152862704114106,1.107208756370997,0.12732296825990508
311,1.4804321318613267,1.3710923339912713,0.17549525268598357
312,2.875782164600694,2.818877127425302,0.08580557218819652
313,1.6841535325192885,2.411888281476319,0.08495215768583897
314,2.5573042327534563,2.155741918340917,0.10935070387365319
315,2.059763048208218,2.99585908429321,0.06725473771178027
316,2.3837842894092574,2.36177079496698,0.10244432984021265
317,1.0949656047086027,1.4462685304997152,0.15229077467557767
318,2.589221576466847,2.3118716105137116,0.10342425911305973
319,2.7559205166678025,1.958267301722561,0.11246164290812079
320,2.601891079517051,2.0324186671512967,0.11301212809064165
321,2.76601710220479,1.0430717044183584,0.1343307734938251
322,1.8478132363110444,2.452188390513771,0.0895008958451708
323,2.126495962759111,1.2549317972896217,0.15762332865069478
324,1.914595458231048,1.5782297284759876,0.14834828650246057
325,2.9471633100593824,1.4781093483495158,0.11936718175230938
326,2.4371849823896534,2.95263346620876,0.07857982335945442
327,2.639041456046801,2.3945691405701637,0.10015780350449795
328,2.9683594479866424,1.435690698113398,0.11956277489102432
329,2.0337629766571057,1.3627493378289735,0.15671623791373243
330,1.9510187691887533,1.4477208314616363,0.1552688886063983
331,2.560196048424106,2.262964842439423,0.10543458311918304
332,1.3516334424194754,1.1624564712494008,0.20390822696220734
333,1.596545603813223,2.4911015961186775,0.07397263100377963
334,2.8456870308603373,1.0090715752014654,0.13164945779995282
335,1.0939677822725142,2.327054201846476,0.03796185383892707
336,1.8477607760439934,2.6432928366630257,0.07760424292515267
337,2.307494452770869,1.2227877539062422,0.15024191952714627
338,2.5804009194313506,1.310881459985479,0.13588820470235508
339,2.0823429597136416,2.14151932542312,0.11289984542975122
340,2.244527590650761,2.4146558842383437,0.09964881551642653
341,2.6788142397208254,2.1287574494251293,0.10860277918092283
342,2.0143480985505144,1.4177347371196967,0.1546000003076479
343,1.997414527968523,1.317364443865739,0.16068887531776171
344,1.823554445845098,2.1427585862452374,0.10969060788806843
345,2.769292967926499,1.1106856779450076,0.13292636888417095
346,1.6258430027199196,1.3190960658265094,0.17656016187681786
347,2.65903206308782,1.919291603400111,0.11562547936806228
348,2.5825711875865007,1.5481623996858729,0.12906960072195
349,1.2748557840316077,2.027143967695149,0.08839186457985732
350,1.8296850700970018,1.502965561513148,0.15560114376577638
351,2.3154727894770697,1.3548128501496082,0.14518725674076519
352,2.6917903532802567,2.785452741678497,0.0867655172045094
353,1.6922870504495435,1.483550765115067,0.16052897293212928
354,2.820297763628253,2.8487319694836355,0.08493119567611651
355,2.377700990556057,2.0078272531651242,0.11746527184075749
356,2.925554184094172,1.3603500668676607,0.12239157114099104
357,1.1665009785707752,2.4232510078833087,0.03953081957082593
358,2.119638605661157,2.358248275328181,0.10135853816633178
359,2.6868589392200026,2.3696744646138708,0.10063763255342342
360,1.915234090366929,1.6492261787898403,0.14377105603292034
361,2.4124892625569463,2.3420755381574296,0.10322580424312995
362,2.487867736655251,2.7772663478983812,0.08599603134992483
363,2.3050486228545433,2.0006495674677867,0.11875385670002689
364,2.6433916574073946,2.2385334288580085,0.10544439752137463
365,2.3629770537878336,2.7289253470711263,0.08666369160639871
366,2.4255980105061075,1.8781571165479318,0.12187100054971532
367,1.534173215792309,1.9668417555595834,0.11432401431669915
368,2.433951319003853,2.797049513157151,0.08468959803845412
369,1.0141144517724197,1.3007209393111974,0.17281940615903485
370,1.1324715591215333,1.1524531042859851,0.20989647452961047
371,2.8615378526643287,2.9631498105313057,0.08155825314913981
372,1.7631545877110963,2.343759562069374,0.09352177505547656
373,2.3451047936915375,2.692168241857182,0.0880179315290486
374,2.2543875199982812,1.4468624261893472,0.14402484096071225
375,1.8225572846418716,2.3160042409002477,0.09762958957569745
376,2.206981596363238,2.7561225726699354,0.08288178914846157
377,1.5116851624116456,2.2358517936844677,0.08839392781986438
378,1.293759755887267,2.1923193101108978,0.07337198987204144
379,2.22323484082595,2.5030962494882267,0.09520669647380375
380,1.6278293716235182,1.7898046610103293,0.13390290320476866
381,2.3844888643466566,2.2505003742382073,0.10717305948939855
382,1.2474423331449125,1.870215935024057,0.10394485775692691
383,1.608325868498991,2.2656333838059552,0.09196595628197057
384,2.499638093893807,1.2887230952511508,0.13973778939298348
385,1.3128274483564384,1.3548176413856643,0.17841950067813178
386,1.3740135872411174,2.9014513516821845,0.031234519837617145
387,2.5648391357526004,2.2431461640498833,0.1061103504748865
388,2.9787889413661732,1.3902413644458054,0.12010773392274904
389,1.7392161618977033,2.570188748922809,0.07697317225214247
390,1.5295588698155747,1.6676821545557785,0.14394875833669663
391,1.633543766610203,1.6900371062119564,0.14300558638860472
392,1.7825866603513123,1.128159478027302,0.18318271874010206
393,2.623140639103438,1.2323912400984276,0.1361941288841538
394,2.0949232362564043,1.2294783877413222,0.16030576310660638
395,1.7163052747984433,2.600207613901688,0.0737754366665757
396,1.0795408314864356,1.4286549025869941,0.15394551419122735
397,2.3534399420410264,2.45918435047934,0.09819913415289395
398,1.5027677148204073,2.1798297138621194,0.09270942977242025
399,2.235964070369273,1.0407710625155562,0.1601024225144952
400,1.0625482189024427,2.0219154501173016,0.06141450645473549
401,2.8575297260096013,2.878835136764468,0.08404694796252096
402,1.6621116366859965,1.9233567414729174,0.12287886167763183
403,1.6646413238782827,2.535003641982393,0.07516357927322938
404,1.7081761469592063,2.160209472569287,0.10497759957627867
405,1.5051400324802198,2.02716849350331,0.1070134596065896
406,1.9556084893015533,2.9543967537777105,0.06516760719879439
407,1.0731558063515392,2.8171050811667415,0.01185472705042581
408,1.4561709009190782,2.6910046340631455,0.04967259631232905
409,2.7102488961949884,1.4008960006029931,0.12879081557195365
410,1.1682831427309048,2.761705879934355,0.020889927804313087
411,1.7439642332172927,2.1695655889569228,0.10551309658957984
412,1.959424652822929,2.223192298549469,0.10696379759472949
413,1.736527877060726,2.542575627844749,0.07865169371837122
414,2.955492494090099,1.4684020154832143,0.11931025329791806
415,2.499866251176147,1.774088011122131,0.12405952733894726
416,1.9946869654961157,2.319185824971214,0.10173947408716603
417,1.0164117846292842,1.4319328409545125,0.14549808700513656
418,2.9338755148105404,2.370294210866823,0.09811466387779248
419,2.3776832850866354,2.5438966834882044,0.09466469630062843
420,1.127494053338388,1.2317627103232092,0.1948178235273349
421,1.4982842233185305,2.5292618385075443,0.06404884870827388
422,1.0278670122318314,1.9632588966242082,0.06262846020998464
423,1.6213733922697477,2.395224335178413,0.08262922220395066
424,2.868968262083051,2.967437485687845,0.08144704813322227
425,1.4570976779018214,1.6979868952918484,0.13884849382686665
426,2.557309126926782,1.105901847904936,0.14207509525185819
427,1.6761575471754864,1.914068841871673,0.12400240651482299
428,1.901958364580999,1.4214141578440407,0.15864552794214584
429,1.859253348690652,2.4814970011985764,0.08805525319611822
430,2.5607861394123663,1.9478789592078838,0.11665293898796947
431,2.7099303212447525,1.9552816474028596,0.11347639939802671
432,2.6846774254008356,2.0657430631383145,0.11052307792230534
433,2.2944643295561553,1.3968535249549894,0.1444600440649976
434,1.9968094323579582,1.376136146385114,0.15755745849437205
435,2.1101180148131444,2.8572981655032645,0.07558724665387748
436,1.0989367587243901,2.400184288365858,0.033426003347734635
437,1.0243506361061419,1.1977567560277045,0.19659492313420135
438,2.7513063865659113,1.6425518462197746,0.12133212715848601
439,1.6227776372803115,1.4857461271237953,0.16166960344438694
440,2.7381611014663463,1.465785648227166,0.1262479399120376
441,1.802399692445988,2.3183159261109925,0.09678509756493167
442,2.5186513250869096,2.293904580246558,0.10462106179293267
443,2.4643750793159964,2.5785145714281685,0.09364304085898308
444,2.6777929955839124,1.0119626175821197,0.1387142576145213
445,1.9617211573388804,1.6761831100064313,0.14116879008986072
446,2.163810041962076,2.1894765725061225,0.1104998417997039
447,1.9941088069923572,2.509523151082111,0.09062662151958702
448,2.909068628749046,1.5391131219305385,0.11922637853570292
449,2.872609431196709,1.2484164782407075,0.12636320023585673
450,2.643429652853362,1.6220046489845183,0.12502177968708084
451,1.2128401727188634,2.4409633764319953,0.04340481765457865
452,1.5992642659459007,2.5182583151045903,0.07220682348306427
453,2.1368593253519013,2.013502929302519,0.11976616803779105
454,2.5533046500768926,1.8170996634946703,0.12129118718655617
455,1.9637963698390004,2.939300412651097,0.06627521113423301
456,1.6025863126969297,2.7751722608637293,0.05558059443335888
457,2.282706699400091,1.7519093097482834,0.1301841027211297
458,2.90903586774978,2.893101795973136,0.08363461388169498
459,2.835353049236489,2.4567904416104183,0.09666508696630374
460,2.2722705400728898,1.4969902041862115,0.14131947811140064
461,2.6955561913317148,1.7535735470452305,0.119774341863506
462,1.8020857536212942,2.18599110746713,0.10607499882672801
463,1.3980068712887221,1.60606470319523,0.1475061973628187
464,2.5267369745780925,1.7307454405734404,0.12487263768026512
465,2.430445695165165,2.0305598182639204,0.11578541744924147
466,2.6335429108335546,1.6210691618378028,0.12534095972274908
467,2.350868044515834,1.0476540245395987,0.15365842203223934
468,1.078229173137478,1.2110005798968924,0.19691590922389182
469,1.2907108603077064,1.364168686219517,0.1768127757257931
470,2.283705417454639,1.4612979869664822,0.14235074873730727
471,2.392190064714221,1.9084106155450786,0.12131509516495796
472,1.4566456248142328,1.325263129003818,0.1810563151494928
473,2.459622612833673,2.8586510944880708,0.08255111566368496
474,2.3555964680736174,1.2830034957379117,0.1460128330721227
475,2.4730891738016005,2.121373252779109,0.11165938910040361
476,1.4062007302623054,2.511376690278818,0.05757862618734126
477,1.88821704415743,1.8755224424922101,0.12900926039483623
478,2.4908775605992277,2.2173610068911014,0.10776577768605948
479,2.4209591293689927,1.9558425871477145,0.1189042476875002
480,1.8817023122281362,1.2944009752395513,0.16734285763323273
481,1.0138647708376445,2.6489940986799705,0.012958697396793112
482,2.6490758748457433,2.900431066799163,0.08270005706093742
483,2.0772525437612694,2.160319701130466,0.11183025093530258
484,1.1869976600119811,2.8002337031626334,0.020795528612002116
485,2.966601596708543,1.40427942566647,0.1202248125145435
486,2.3585171167017154,2.2822726143931527,0.10590986925230932
487,1.7644431000842138,1.319200817881481,0.17096947638159973
488,2.993912403167277,2.3516113965745964,0.09788160261178239
489,1.2684042612917055,1.2796804737515495,0.18907193064194375
490,1.8629707711049532,1.400332268623507,0.16144156678020027
491,1.117844379188927,1.2880822424327178,0.1837409840117342
492,2.62368848880512,1.399613188859655,0.1318875693040729
